,genre_ids,original_language,popularity,title,vote_average,vote_count
24186,['Drama'],en,9.752,Rebel Without a Cause,7.7,740
14831,"['Documentary', 'History']",en,4.393,Red Army,7.5,77
21153,"['TV Movie', 'Comedy', 'Romance']",en,6.938,Red Nose Day Actually,7.4,130
410,"['Thriller', 'Crime', 'Drama', 'Mystery']",en,5.499,Red Riding: In the Year of Our Lord 1980,7.1,73
350,"['Thriller', 'Crime', 'Drama', 'Mystery']",en,6.423,Red Riding: In the Year of Our Lord 1983,7.0,70
210,"['Fantasy', 'Drama', 'Action', 'Thriller', 'Animation']",ja,8.436,Redline,7.4,110
14695,"['Animation', 'Comedy', 'Science Fiction', 'TV Movie']",en,5.844,Regular Show: The Movie,7.4,63
17739,"['Drama', 'Thriller']",en,7.779,Remember,7.4,303
92,"['Drama', 'Romance']",en,11.453,Remember Me,7.1,2079
8129,"['TV Movie', 'Romance', 'Drama']",en,7.819,Remember Sunday,7.1,332
18023,['Documentary'],en,5.329,Requiem for the American Dream,7.8,92
304,"['Documentary', 'War']",en,7.119,Restrepo,7.5,188
8724,['Documentary'],en,2.602,Rewind This!,7.0,33
12345,['Documentary'],en,1.507,Rich Hill,7.1,33
24351,['Comedy'],en,7.81,Ricky Gervais: Humanity,8.0,126
14478,"['Animation', 'Family']",en,7.606,Riley's First Date?,7.1,308
8664,"['Animation', 'Drama', 'History', 'Romance']",pt,2.871,Rio 2096: A Story of Love and Fury,7.7,32
5225,"['Animation', 'Family', 'Fantasy']",en,14.934,Rise of the Guardians,7.3,3697
2476,"['Thriller', 'Action', 'Drama', 'Science Fiction']",en,22.995,Rise of the Planet of the Apes,7.2,7259
24463,"['Documentary', 'Comedy']",en,6.864,Robin Williams: Come Inside My Mind,8.0,58
62,"['Comedy', 'Science Fiction', 'Animation']",en,13.062,Robot Chicken: Star Wars Episode III,7.5,60
11618,"['Documentary', 'Music']",en,5.244,Roger Waters: The Wall,8.3,81
20655,"['Action', 'Adventure', 'Science Fiction']",en,21.401,Rogue One: A Star Wars Story,7.5,9296
23905,['Drama'],es,20.04,Roma,7.8,1859
17407,"['Drama', 'Thriller']",en,20.0,Room,8.1,5494
8117,"['Animation', 'Science Fiction']",ja,7.976,Royal Space Force - The Wings Of Honneamise,7.1,43
5321,"['Comedy', 'Romance', 'Fantasy', 'Drama']",en,9.624,Ruby Sparks,7.1,906
11296,"['Music', 'Drama', 'Comedy']",en,8.03,Rudderless,7.4,149
5316,"['Action', 'Drama', 'History']",ja,9.759,Rurouni Kenshin,7.4,245
14381,"['Action', 'Adventure', 'Drama']",ja,8.903,Rurouni Kenshin: The Legend Ends,7.6,147
7934,"['Drama', 'Action']",en,14.623,Rush,7.7,3877
602,"['Documentary', 'Music']",en,3.089,Rush: Beyond the Lighted Stage,8.3,33
5351,"['Drama', 'Romance']",fr,8.879,Rust and Bone,7.2,769
8058,['Romance'],en,9.095,Safe Haven,7.1,1433
21195,"['Animation', 'Comedy', 'Drama', 'Romance']",ja,6.414,Sailor Moon R: The Movie,7.5,32
21393,['Drama'],sv,4.399,Sami Blood,7.4,47
5573,"['Drama', 'Documentary']",en,6.015,Samsara,8.2,276
11175,"['Fantasy', 'Romance', 'Science Fiction']",de,10.071,Sapphire Blue,7.1,614
21326,['Comedy'],en,5.161,Sarah Silverman: A Speck of Dust,7.3,44
2821,"['Drama', 'War']",fr,7.132,Sarah's Key,7.3,408
15059,"['Comedy', 'TV Movie']",en,2.71,Saturday Night Live 40th Anniversary Special,7.1,42
8035,"['Comedy', 'Drama', 'History']",en,9.585,Saving Mr. Banks,7.4,2050
11055,"['Horror', 'Mystery', 'Crime']",en,19.127,Saw,7.4,4795
24576,['Drama'],sv,6.095,Sawdust and Tinsel,7.3,60
24603,"['Drama', 'Romance']",sv,5.952,Scenes from a Marriage,8.2,88
23861,"['Drama', 'History', 'War']",en,25.334,Schindler's List,8.5,8065
11951,"['Comedy', 'Music']",en,2.548,School Dance,7.2,48
311,"['Animation', 'Comedy', 'Family']",en,7.048,Scooby-Doo! Camp Scare,7.2,52
14622,"['Family', 'Animation', 'Comedy']",en,6.382,Scooby-Doo! and Kiss: Rock and Roll Mystery,7.0,41
17890,['Animation'],en,6.447,Scooby-Doo! and WWE: Curse of the Speed Demon,7.1,33
18184,"['Music', 'Documentary']",en,3.511,Score: A Film Music Documentary,7.7,45
803,"['TV Movie', 'Animation', 'Adventure']",en,2.171,Scott Pilgrim vs. the Animation,7.5,35
41,"['Action', 'Comedy', 'Romance']",en,14.383,Scott Pilgrim vs. the World,7.3,3882
23874,"['Thriller', 'Mystery', 'Drama']",en,23.66,Searching,7.6,1502
5440,"['Documentary', 'Music']",en,7.478,Searching for Sugar Man,7.9,441
176,['Drama'],en,9.059,Secretariat,7.0,200
11199,"['History', 'Drama']",en,9.541,Selma,7.5,1354
2798,['Documentary'],en,7.41,Senna,8.3,437
14963,"['Documentary', 'Science Fiction']",en,3.214,Sense8: Creating the World,7.9,51
15425,"['Drama', 'Comedy']",en,1.651,Seoul Searching,7.4,31
24002,"['Romance', 'Comedy']",en,14.131,Set It Up,7.0,1501
17923,"['Adventure', 'Drama', 'Fantasy', 'Mystery']",en,6.163,Severus Snape and the Marauders,7.3,49
2540,['Drama'],en,13.152,Shame,7.0,1607
12228,['Documentary'],en,1.784,She's Beautiful When She's Angry,8.2,34
18254,"['Animation', 'Music', 'Science Fiction']",ja,3.013,Shelter,8.2,33
2484,"['Adventure', 'Action', 'Crime', 'Mystery']",en,18.301,Sherlock Holmes: A Game of Shadows,7.1,6380
24496,['Documentary'],en,6.633,Shirkers,7.5,36
23928,"['Drama', 'Crime']",ja,17.361,Shoplifters,8.0,492
8019,['Drama'],en,10.035,Short Term 12,7.9,702
8468,"['Comedy', 'Music', 'Fantasy']",en,4.59,Shrek the Musical,7.2,44
8777,['Drama'],it,2.379,Shun Li and the Poet,7.2,35
19,"['Drama', 'Thriller', 'Mystery']",en,18.06,Shutter Island,8.1,12625
17404,"['Action', 'Crime', 'Thriller']",en,20.468,Sicario,7.3,4475
5430,['Documentary'],en,7.528,Side by Side,7.3,162
2853,"['Drama', 'Romance']",es,6.669,Sidewalls,7.7,148
17546,"['Drama', 'History']",en,10.617,Silence,7.1,1560
5218,"['Drama', 'Comedy', 'Romance']",en,15.351,Silver Linings Playbook,7.1,7636
17569,"['Comedy', 'Romance', 'Drama', 'Music']",en,10.102,Sing Street,8.0,1202
373,"['Animation', 'Fantasy']",en,6.157,Sintel,7.6,99
24597,['Drama'],en,5.977,Skate Kitchen,7.1,37
5193,"['Action', 'Adventure', 'Thriller']",en,19.27,Skyfall,7.1,10441
8123,['Thriller'],es,7.9,Sleep Tight,7.0,421
17475,"['Drama', 'History', 'Crime', 'Thriller']",en,13.703,Snowden,7.1,2427
14727,"['Music', 'Drama', 'Documentary', 'Crime']",en,5.597,Soaked in Bleach,7.2,110
24000,"['Comedy', 'Romance']",en,14.2,Some Like It Hot,8.2,1562
5959,['Documentary'],en,2.418,Somm,7.1,35
14388,"['War', 'Drama', 'Thriller']",hu,8.758,Son of Saul,7.2,506
11181,"['Family', 'Animation', 'Fantasy']",en,10.015,Song of the Sea,8.1,700
2706,"['Family', 'Action', 'Drama']",en,8.459,Soul Surfer,7.0,688
8287,"['Documentary', 'Music']",en,6.336,Sound City,7.4,119
5869,['Comedy'],en,2.827,Sound of Noise,7.4,57
2535,"['Thriller', 'Science Fiction', 'Mystery']",en,13.495,Source Code,7.2,4529
14183,"['Action', 'Drama']",en,25.305,Southpaw,7.4,3424
14496,['Drama'],en,7.391,Spare Parts,7.0,90
8298,"['Crime', 'Drama', 'Thriller']",hi,6.224,Special 26,7.3,80
20618,"['Action', 'Adventure', 'Science Fiction', 'Drama']",en,46.775,Spider-Man: Homecoming,7.4,11585
23812,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Comedy']",en,60.534,Spider-Man: Into the Spider-Verse,8.4,4048
21078,"['Documentary', 'TV Movie']",en,7.513,Spielberg,7.6,109
20626,"['Animation', 'Family', 'Fantasy']",ja,32.043,Spirited Away,8.5,7424
17393,"['Horror', 'Thriller']",en,25.783,Split,7.2,10375
17440,"['Drama', 'Thriller', 'History']",en,16.354,Spotlight,7.8,4935
11070,['Comedy'],en,16.379,St. Vincent,7.1,1069
23987,"['Comedy', 'Drama']",en,14.764,Stan & Ollie,7.1,272
11222,"['Fantasy', 'Animation', 'Family']",ja,9.06,Stand by Me Doraemon,7.1,151
7891,"['Action', 'Adventure', 'Science Fiction']",en,20.487,Star Trek Into Darkness,7.4,6182
11779,"['Adventure', 'Animation', 'Action', 'Science Fiction']",en,3.523,Star Wars Rebels: Spark of Rebellion,7.0,56
14944,"['Adventure', 'Animation', 'Science Fiction', 'Action']",en,3.36,Star Wars Rebels: The Siege of Lothal,7.9,32
15181,"['Science Fiction', 'Action', 'Animation']",en,2.25,Star Wars: TIE Fighter,8.0,54
14172,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",en,32.281,Star Wars: The Force Awakens,7.4,12641
20624,"['Fantasy', 'Adventure', 'Science Fiction', 'Action']",en,34.293,Star Wars: The Last Jedi,7.0,8534
5553,['Drama'],en,6.219,Starlet,7.0,75
11341,['Drama'],en,7.63,Starred Up,7.2,528
12170,"['Drama', 'TV Movie']",en,1.935,Starving in Suburbia,7.3,40
11480,['Drama'],de,6.434,Stations of the Cross,7.3,51
5758,['Documentary'],en,3.661,Steve Jobs: The Lost Interview,7.5,47
11156,['Drama'],en,10.747,Still Alice,7.5,1946
11582,['Drama'],en,5.624,Still Life,7.6,158
8335,['Drama'],en,5.903,Still Mine,7.2,39
12296,['Documentary'],en,1.651,Stop at Nothing: The Lance Armstrong Story,7.3,38
5436,['Documentary'],en,7.493,Stories We Tell,7.3,111
14281,"['Drama', 'Music']",en,11.731,Straight Outta Compton,7.7,2048
21036,['Drama'],en,7.836,Stronger,7.0,782
8061,"['Drama', 'Comedy']",en,9.038,Stuck in Love,7.3,1175
2797,"['Drama', 'Comedy', 'Romance']",en,7.412,Submarine,7.4,770
14463,"['Drama', 'History']",en,7.763,Suffragette,7.3,982
2884,"['Animation', 'Drama', 'Thriller']",pl,6.292,Suicide Room,7.6,240
11339,"['Drama', 'Romance', 'War']",en,7.652,Suite Française,7.4,669
17420,"['Drama', 'History']",en,18.148,Sully,7.1,3924
21063,['Drama'],ca,7.635,Summer 1993,7.4,81
75,['Animation'],ja,12.275,Summer Wars,7.5,447
24988,"['Drama', 'Comedy']",en,3.383,Sun Dogs,7.1,35
183,"['Action', 'Adventure', 'Animation', 'Family', 'Science Fiction']",en,8.884,Superman/Batman: Apocalypse,7.0,291
74,"['Animation', 'Action']",en,12.395,Superman/Shazam!: The Return of Black Adam,7.1,140
12076,['Documentary'],en,2.185,Supermensch: The Legend of Shep Gordon,7.3,43
17984,"['Documentary', 'Music']",en,5.698,Supersonic,7.5,115
23936,"['Horror', 'Fantasy']",en,16.925,Suspiria,7.0,752
20928,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Animation', 'Science Fiction']",ja,9.147,Sword Art Online: The Movie - Ordinal Scale,7.6,236
17623,"['Action', 'Animation', 'History']",ja,9.255,Sword of the Stranger,7.7,130
20809,"['Crime', 'Drama']",en,11.001,T2 Trainspotting,7.0,1741
3056,['Documentary'],en,4.235,TT3D: Closer to the Edge,8.1,63
5616,"['Drama', 'Romance']",pt,5.572,Tabu,7.3,70
2588,"['Thriller', 'Drama']",en,11.236,Take Shelter,7.2,787
14658,"['Thriller', 'Drama', 'Mystery']",hi,6.09,Talvar,7.5,66
14541,"['Comedy', 'Drama']",en,6.94,Tangerine,7.0,314
8185,"['Drama', 'War']",et,7.331,Tangerines,7.8,192
13,"['Animation', 'Family']",en,21.511,Tangled,7.5,6407
5310,"['Animation', 'Comedy', 'Action', 'Family']",en,9.861,Tangled Ever After,7.1,651
18188,"['Romance', 'Drama']",en,3.493,Tanna,7.2,47
21128,['Drama'],fa,7.076,Taste of Cherry,7.3,139
24255,"['Music', 'Documentary']",en,8.836,Taylor Swift: Reputation Stadium Tour,8.1,123
14621,"['Documentary', 'Music']",en,6.4,Taylor Swift: The 1989 World Tour - Live,8.4,55
18174,['Documentary'],en,3.647,Team Foxcatcher,7.3,58
17566,"['Comedy', 'Fantasy', 'Science Fiction']",en,10.121,Team Thor,7.7,273
21097,"['Science Fiction', 'Comedy', 'Fantasy', 'Documentary']",en,7.315,Team Thor: Part 2,7.4,126
6149,"['Romance', 'Drama', 'Comedy']",da,1.841,Teddy Bear,7.0,34
23946,"['Animation', 'Action', 'Comedy', 'Science Fiction']",en,16.523,Teen Titans Go! To the Movies,7.0,304
20873,"['Science Fiction', 'Animation', 'Action']",en,9.818,Teen Titans: The Judas Contract,7.2,250
316,['Drama'],en,6.875,Temple Grandin,7.8,173
17395,"['Action', 'Thriller', 'Science Fiction']",en,24.604,Terminator 2: Judgment Day,7.9,6682
8336,['Documentary'],en,5.889,Terms and Conditions May Apply,7.1,105
8871,"['Drama', 'Romance']",en,2.13,Test,7.2,37
14357,"['History', 'Drama', 'War']",en,9.251,Testament of Youth,7.4,486
23991,"['Drama', 'War']",no,14.634,The 12th Man,7.5,134
11225,"['Crime', 'Thriller', 'Mystery', 'Drama']",da,8.94,The Absent One,7.1,264
5363,['Documentary'],id,8.63,The Act of Killing,7.8,326
11184,"['War', 'Action', 'Drama', 'History']",ko,9.983,The Admiral: Roaring Currents,7.1,107
14397,"['Fantasy', 'Drama', 'Romance']",en,8.559,The Age of Adaline,7.4,3853
24079,"['Crime', 'Drama']",es,11.868,The Angel,7.0,97
5540,"['Drama', 'Comedy']",en,6.315,The Angels' Share,7.1,243
17938,['Drama'],nl,6.075,The Ardennes,7.1,86
8634,['Documentary'],en,3.01,The Armstrong Lie,7.0,68
2904,"['Adventure', 'Documentary']",en,6.124,The Art of Flight,8.2,95
2623,"['Drama', 'Comedy', 'Romance']",en,10.155,The Artist,7.4,1787
5179,"['Science Fiction', 'Action', 'Adventure']",en,50.289,The Avengers,7.6,19673
21204,"['Comedy', 'Drama']",en,6.285,The Bachelors,7.0,61
23940,"['Comedy', 'Drama', 'Western']",en,16.787,The Ballad of Buster Scruggs,7.2,1604
3032,"['Animation', 'Family', 'Fantasy']",en,4.536,The Ballad of Nessie,7.1,49
24697,['Drama'],ru,5.247,The Banishment,7.2,50
11932,"['Documentary', 'History']",en,2.604,The Barkley Marathons: The Race That Eats Its Young,7.8,48
12177,['Documentary'],en,1.905,The Battered Bastards of Baseball,7.8,36
17519,"['Drama', 'War', 'History']",it,11.557,The Battle of Algiers,8.0,286
17792,"['Documentary', 'Music']",en,7.236,The Beatles: Eight Days a Week - The Touring Years,7.6,162
11297,"['Drama', 'Romance', 'Crime', 'Mystery']",en,8.029,The Best Offer,7.8,1448
11192,"['Drama', 'History', 'Romance']",en,9.647,The Best Years of Our Lives,7.8,243
11256,"['Drama', 'Romance']",en,8.622,The Best of Me,7.3,1512
20987,"['Family', 'Animation']",fr,8.292,The Big Bad Fox and Other Tales,7.4,87
14244,"['Comedy', 'Drama']",en,14.327,The Big Short,7.3,4657
20760,"['Comedy', 'Drama', 'Romance']",en,12.322,The Big Sick,7.4,1302
15115,['Documentary'],en,2.47,The Black Panthers: Vanguard of the Revolution,7.3,33
8119,"['Animation', 'Romance']",en,7.956,The Blue Umbrella,7.7,262
2512,"['Music', 'Comedy', 'Action', 'Crime']",en,14.882,The Blues Brothers,7.7,1972
5320,"['Thriller', 'Mystery']",es,9.642,The Body,7.7,526
431,"['Crime', 'Thriller', 'Comedy']",de,5.223,The Bone Man,7.3,43
8062,['Drama'],en,9.034,The Book Thief,7.5,2788
20783,['Drama'],en,11.567,The Book of Henry,7.5,579
11128,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",en,11.392,The Book of Life,7.4,1228
20,"['Action', 'Drama', 'Mystery', 'Thriller']",en,17.935,The Bourne Identity,7.4,5406
18,"['Action', 'Drama', 'Thriller']",en,18.199,The Bourne Supremacy,7.3,4367
33,"['Action', 'Drama', 'Mystery', 'Thriller']",en,15.62,The Bourne Ultimatum,7.4,4440
14286,"['Animation', 'Fantasy']",ja,11.434,The Boy and the Beast,8.0,659
20994,"['Animation', 'Drama', 'War', 'Family']",en,8.208,The Breadwinner,7.9,277
5559,['Drama'],nl,6.151,The Broken Circle Breakdown,7.8,590
8153,['Drama'],en,7.599,The Butler,7.4,1831
11224,"['Comedy', 'Drama', 'Music']",fr,9.013,The Bélier Family,7.0,1481
24175,"['War', 'Drama', 'History']",de,9.978,The Captain,7.2,117
21039,"['Comedy', 'Romance', 'Horror']",en,7.81,The Carmilla Movie,7.9,70
5589,['Documentary'],en,5.901,The Central Park Five,7.2,53
8512,"['Thriller', 'TV Movie', 'Drama', 'History']",en,4.056,The Challenger,7.2,44
17533,"['Drama', 'Romance']",en,11.287,The Choice,7.0,1046
24149,"['Comedy', 'Adventure', 'Family', 'Fantasy']",en,10.322,The Christmas Chronicles,7.0,761
21221,"['Crime', 'Drama']",it,6.152,The Ciambra,7.5,65
8598,['Documentary'],en,3.22,The Class of '92,7.2,48
7895,"['Horror', 'Thriller']",en,18.886,The Conjuring,7.5,5912
17414,"['Horror', 'Mystery', 'Thriller']",en,19.058,The Conjuring 2,7.2,4153
11469,"['Action', 'Crime', 'Thriller']",fr,6.522,The Connection,7.1,409
8576,['Documentary'],en,3.37,The Crash Reel,7.8,40
24621,"['Drama', 'Romance']",ja,5.754,The Crucified Lovers,7.9,40
11551,"['Drama', 'Fantasy']",es,5.902,The Dance of Reality,7.4,87
17505,['Drama'],en,12.082,The Danish Girl,7.7,3655
5182,"['Action', 'Crime', 'Drama', 'Thriller']",en,26.22,The Dark Knight Rises,7.7,13933
24290,"['Documentary', 'Adventure']",en,8.368,The Dawn Wall,8.3,68
5811,['Drama'],ko,3.264,The Day He Arrives,7.0,34
21988,['Documentary'],en,1.768,The Death and Life of Marsha P. Johnson,7.4,36
24085,"['Comedy', 'History']",en,11.697,The Death of Stalin,7.0,733
23983,"['Animation', 'Action', 'Drama', 'Science Fiction']",en,14.909,The Death of Superman,7.4,255
5192,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",en,19.903,The Devil's Advocate,7.3,2622
24028,"['Comedy', 'Drama']",en,13.27,The Disaster Artist,7.2,1895
21333,"['Comedy', 'Drama']",de,5.109,The Divine Order,7.5,49
18079,"['Family', 'Documentary', 'Adventure']",en,4.763,The Eagle Huntress,7.3,49
17520,"['Comedy', 'Drama']",en,11.546,The Edge of Seventeen,7.2,2224
14560,['Drama'],en,6.823,The End of the Tour,7.1,324
11030,"['Thriller', 'Action', 'Crime']",en,28.942,The Equalizer,7.2,4989
20986,['Drama'],en,8.3,The Exception,7.0,179
3130,"['Adventure', 'Animation']",en,3.454,The Fantastic Flying Books of Mr Morris Lessmore,7.7,57
21416,['Documentary'],en,4.101,The Farthest,8.0,40
11072,"['Romance', 'Drama']",en,16.03,The Fault in Our Stars,7.6,7236
23848,"['Drama', 'History', 'Comedy']",en,28.651,The Favourite,7.7,2096
14862,"['Documentary', 'Crime']",en,4.063,The Fear of 13,7.9,72
116,['Drama'],en,10.395,The Fighter,7.3,2325
575,"['Romance', 'Drama']",en,3.331,The First Grader,7.0,51
5284,"['Drama', 'Comedy', 'Romance']",en,11.25,The First Time,7.0,1426
20782,['Drama'],en,11.597,The Florida Project,7.4,1125
5343,"['Drama', 'History', 'War']",zh,9.01,The Flowers of War,7.4,333
20757,"['Drama', 'History']",en,12.349,The Founder,7.0,2093
528,['Drama'],it,3.702,The Four Times,7.6,45
17754,"['Comedy', 'Drama']",en,7.615,The Fundamentals of Caring,7.4,1207
12012,"['TV Movie', 'Drama']",en,2.356,The Gabby Douglas Story,7.4,32
7987,"['Animation', 'Drama', 'Romance']",ja,11.31,The Garden of Words,7.5,859
8473,['Documentary'],en,4.534,The Gatekeepers,7.2,51
8490,['Drama'],ru,4.323,The Geographer Drank His Globe Away,7.0,45
79,"['Action', 'Thriller', 'Crime', 'Mystery']",sv,12.235,The Girl Who Kicked the Hornet's Nest,7.0,705
87,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",sv,11.655,The Girl Who Played with Fire,7.0,881
2486,"['Thriller', 'Crime', 'Mystery', 'Drama']",en,17.823,The Girl with the Dragon Tattoo,7.3,3971
20808,['Drama'],en,11.017,The Glass Castle,7.1,352
11475,['Drama'],en,6.477,The Good Lie,7.4,294
20695,"['Comedy', 'Drama']",en,15.888,The Graduate,7.7,1545
11061,"['Comedy', 'Drama']",en,18.31,The Grand Budapest Hotel,8.0,8091
8022,['Drama'],it,9.937,The Great Beauty,7.4,1518
7924,"['Drama', 'Romance']",en,15.397,The Great Gatsby,7.4,7120
5243,"['Comedy', 'Animation', 'Family']",en,13.348,The Great Mouse Detective,7.1,769
20649,['Drama'],en,22.009,The Greatest Showman,8.0,5197
24287,"['Romance', 'Drama', 'History']",en,8.402,The Guernsey Literary & Potato Peel Pie Society,7.7,594
